name,ID,ALIGN,EYE,HAIR,SEX,ALIVE,APPEARANCES,Year
Xandarian Worldmind (Earth-616),Public Identity,Good Characters,,,,Living Characters,52,1977
Argon (Microverse) (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,52,1979
Fabian Stankowicz (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,52,1982
Masque (Morlock) (Earth-616),Secret Identity,,Red Eyes,Bald,Male Characters,Living Characters,52,1983
Manuel de la Rocha (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,52,1984
Kodiak Noatak (Earth-616),Secret Identity,Bad Characters,,Red Hair,Male Characters,Living Characters,52,1986
Graydon Creed (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,52,1993
Max Eisenhardt (Joseph) (Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,Living Characters,52,1995
Seward Trainer (Earth-616),No Dual Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,52,1995
Tex Dawson (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,51,1954
Gunther Bain (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,51,1964
Jeryn Hogarth (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,51,1977
Robert Farrell (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,51,1977
Maximillian Zaran (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,51,1979
Chons (Earth-616),Public Identity,Neutral Characters,Variable Eyes,,Male Characters,Living Characters,51,1980
Mikhail Ursus (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,51,1981
Joshua Guthrie (Earth-616),Secret Identity,Good Characters,Green Eyes,Red Hair,Male Characters,Deceased Characters,51,1984
Antonio Rodriguez (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,No Hair,Male Characters,Living Characters,51,1985
Jack Hammer (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,51,1993
Neal Shaara (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,51,2000
"John Jonah Jameson, Sr. (Earth-616)",No Dual Identity,Good Characters,Brown Eyes,White Hair,Male Characters,Living Characters,51,2009
Terry Vance (Earth-616),Public Identity,Good Characters,Blue Eyes,Auburn Hair,Male Characters,Living Characters,50,1940
Aphrodite Ourania (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,50,1948
M-11 (Earth-616),Secret Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,Living Characters,50,1954
Sir Percy of Scandia (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,50,1955
Deborah Harris (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Living Characters,50,1965
Llyra Morris (Earth-616),No Dual Identity,Bad Characters,Green Eyes,Green Hair,Female Characters,Living Characters,50,1970
Robert Kelly (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,50,1980
Susan Austin (Earth-616),Public Identity,Good Characters,,Strawberry Blond Hair,Female Characters,Living Characters,50,1988
Amelia Voght (Earth-616),No Dual Identity,Neutral Characters,Green Eyes,Red Hair,Female Characters,Living Characters,50,1993
Marshall Stone III (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Living Characters,50,1993
Alexei Kravinoff (Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,50,1997
Guy Smith (Earth-616),Secret Identity,Good Characters,Purple Eyes,White Hair,Male Characters,Deceased Characters,50,2001
Tike Alicar (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,50,2001
Eden Fesi (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,50,2009
Raymond Dawson (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,49,1940
Henry Tinkelbaum (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters,49,1941
Cookie Novak (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,49,1951
Hank Kelly (Earth-616),Public Identity,Good Characters,,Red Hair,,Living Characters,49,1951
Robert Rider (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,49,1976
Tania Belinskaya (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,49,1976
William Nasland (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,49,1977
Roger Bochs (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,49,1983
Marcus Stone (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,49,1989
Deidre Wentworth (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Living Characters,49,1991
Fabian Cortez (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,49,1991
Sharra Neramani (Earth-616),Secret Identity,,Yellow Eyes,Purple Hair,Female Characters,Deceased Characters,49,1993
Rumiko Fujikawa (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Deceased Characters,49,1998
Gabriel Cohuelo (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,49,2010
Phillip Coulson (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,49,2012
Christopher Muse (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,49,2013
Doctor Watson (Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,48,1940
Abraham Erskine (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,Deceased Characters,48,1941
Umar (Earth-616),Public Identity,Bad Characters,Green Eyes,Black Hair,Female Characters,Living Characters,48,1966
Satannish (Earth-616),Secret Identity,Bad Characters,Multiple Eyes,,Male Characters,Deceased Characters,48,1968
Sha Shan (Earth-616),Public Identity,Good Characters,Grey Eyes,Black Hair,Female Characters,Living Characters,48,1972
Blood Brothers (Earth-616),,Bad Characters,Red Eyes,No Hair,Male Characters,Living Characters,48,1973
Nekra Sinclair (Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Female Characters,Deceased Characters,48,1973
Abraham Brown (Earth-616),Secret Identity,,Brown Eyes,Black Hair,Male Characters,Living Characters,48,1974
Mamie Muggins (Earth-616),Public Identity,,,Grey Hair,Female Characters,Living Characters,48,1974
In-Betweener (Earth-616),No Dual Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,Living Characters,48,1975
Eric Payne (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,48,1977
Mentor (Imperial Guard) (Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Male Characters,Living Characters,48,1977
Starbolt (Earth-616),Secret Identity,Neutral Characters,Yellow Eyes,No Hair,Male Characters,Deceased Characters,48,1977
Manta (Earth-616),Public Identity,Neutral Characters,White Eyes,No Hair,Female Characters,Living Characters,48,1980
Lorelei (Asgardian) (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Red Hair,Female Characters,Living Characters,48,1983
Grace Powell (Earth-616),Public Identity,Good Characters,,Red Hair,Female Characters,Living Characters,48,1991
Rick Sheridan (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Light Brown Hair,Male Characters,Living Characters,48,1991
Frances Barrison (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blue Hair,Female Characters,Living Characters,48,1993
Shirley Washington (Earth-616),Public Identity,,Brown Eyes,Black Hair,Female Characters,Living Characters,48,1996
Tsu-Zana (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,48,1996
Richard Gilmore (Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,48,1998
Tarene (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,48,2000
Melati Kusuma (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,48,2007
Jonas Graymalkin (Earth-616),No Dual Identity,Good Characters,White Eyes,No Hair,Male Characters,Living Characters,48,2008
Thakorr (Earth-616),No Dual Identity,Bad Characters,,No Hair,Male Characters,Deceased Characters,48,
Ulysses Bloodstone (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,47,1960
Jack Pulver (Earth-616),Secret Identity,,Blue Eyes,Brown Hair,Male Characters,Living Characters,47,1962
Maxwell Markham (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,47,1974
Baron Karza (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters,47,1979
Lindsay McCabe (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,47,1979
Colin Hume (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,47,1990
Jason Powell (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,47,1991
Martha Johansson (Earth-616),Secret Identity,Good Characters,,No Hair,Female Characters,Living Characters,47,2001
Regan Wyngarde (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,47,2001
Michael Pointer (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,47,2006
Jerry Sledge (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,47,2008
John Grey (Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,Deceased Characters,46,1964
Jonathan Murdock (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Deceased Characters,46,1964
Nicholas Bromwell (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,46,1964
Edgar Plunder (Earth-616),Secret Identity,Bad Characters,Black Eyes,Grey Hair,Male Characters,Living Characters,46,1966
Vanessa Fisk (Earth-616),No Dual Identity,Neutral Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,46,1969
Lissa Russell (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Female Characters,Living Characters,46,1972
Wundarr (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,46,1973
Bertrand Crawley (Earth-616),No Dual Identity,,,White Hair,Male Characters,Living Characters,46,1976
Beverly Switzler (Earth-616),No Dual Identity,Good Characters,,Red Hair,Female Characters,Living Characters,46,1976
Stephanie Hunter (Earth-616),Public Identity,Good Characters,Black Eyes,Black Hair,Female Characters,Living Characters,46,1980
Rachel Carpenter (Earth-616),Public Identity,Good Characters,Brown Eyes,Blond Hair,Female Characters,Living Characters,46,1987
Francis Ketch (Earth-616),Public Identity,Good Characters,,Brown Hair,Female Characters,Living Characters,46,1990
Jonathan Powell (Earth-616),,Neutral Characters,,,Male Characters,Living Characters,46,1991
Cerise (Earth-616),Secret Identity,Good Characters,Violet Eyes,Black Hair,Female Characters,Living Characters,46,1992
Jake Olson (Duplicate) (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters,46,1998
Myles Alfred (Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,46,2001
Gertrude Yorkes (Earth-616),Secret Identity,Good Characters,Green Eyes,Black Hair,Female Characters,Deceased Characters,46,2003
Alexander Aaron (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,46,2006
Kubark (Earth-616),Public Identity,Good Characters,Red Eyes,Red Hair,Male Characters,Living Characters,46,2011
Elihas Starr (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,45,1962
James Wilson (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,45,1970
Claire Temple (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,45,1972
Eon (Earth-616),Secret Identity,,Red Eyes,Brown Hair,,Living Characters,45,1973
Stuart Clarke (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,45,1976
Malekith (Earth-616),No Dual Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,45,1984
Oswald Silkworth (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,45,1984
Jesse Aaronson (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,45,1998
Miranda Leevald (Earth-616),Public Identity,Neutral Characters,Green Eyes,Black Hair,Female Characters,Living Characters,45,2001
Angela del Toro (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,45,2003
Laurie Collins (Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,45,2003
Gabriel Summers (Earth-616),Public Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,45,2006
Miek (Earth-616),No Dual Identity,Bad Characters,Yellow Eyes,No Hair,Male Characters,Deceased Characters,45,2006
Joseph Green (Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,Living Characters,45,2007
Maki Matsumoto (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,45,2008
Mark Todd (Earth-616),Secret Identity,Good Characters,Brown Eyes,Bald,Male Characters,Deceased Characters,44,1941
Robert Baxter (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,44,1944
Mordred (Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,44,1955
Alexander Gentry (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,44,1963
Idunn (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,44,1965
Ahmet Abdol (Earth-616),Public Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,44,1969
Jackson Norriss (Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,44,1970
Rafael Scarfe (Earth-616),Public Identity,,,Brown Hair,Male Characters,Living Characters,44,1975
Arishem (Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,Living Characters,44,1976
John Falsworth (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,44,1976
Eshu (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Deceased Characters,44,1983
Erg (Earth-616),Secret Identity,Neutral Characters,One Eye,Black Hair,Male Characters,Living Characters,44,1985
James Bourne (Earth-616),Public Identity,Neutral Characters,Brown Eyes,,Male Characters,Living Characters,44,1986
Abraham Zimmer (Earth-616),,Good Characters,Blue Eyes,White Hair,Male Characters,Deceased Characters,44,1987
Laura Dean (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,44,1987
Whitman Knapp (Earth-616),Secret Identity,,,Strawberry Blond Hair,Male Characters,Living Characters,44,1987
Christopher Bradley (Earth-616),Secret Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,44,1995
Blind Al (Althea) (Earth-616),Secret Identity,Good Characters,,White Hair,Female Characters,Living Characters,44,1997
Void (Dark Sentry) (Earth-616),Secret Identity,Bad Characters,Orange Eyes,Black Hair,Male Characters,Deceased Characters,44,2000
Brightwind (Earth-616),,,Red Eyes,Black Hair,Male Characters,Living Characters,44,
Red Raven (Liberty Legion) (Earth-616),Secret Identity,Good Characters,Blue Eyes,Red Hair,Male Characters,Deceased Characters,43,1940
Roger Aubrey (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,Living Characters,43,1943
Elaine Grey (Earth-616),Public Identity,Good Characters,Blue Eyes,Grey Hair,Female Characters,Deceased Characters,43,1964
Milos Masaryk (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,43,1964
Vera Cantor (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,43,1966
Noah Black (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Bald,Male Characters,Living Characters,43,1968
Charles Barton (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Red Hair,Male Characters,Living Characters,43,1969
Howard Stark (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Deceased Characters,43,1970
Martine Bancroft (Earth-616),,,Red Eyes,Blond Hair,Female Characters,Deceased Characters,43,1971
Hildegarde (Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,43,1972
Lincoln Slade (Earth-616),Secret Identity,Good Characters,,,Male Characters,Deceased Characters,43,1972
Richard Rory (Earth-616),Public Identity,,Brown Eyes,Brown Hair,Male Characters,Living Characters,43,1974
Wilhelm Lohmer (Earth-616),Secret Identity,,Blue Eyes,Blond Hair,Male Characters,Living Characters,43,1975
Jackson Day (Earth-616),Secret Identity,Bad Characters,Red Eyes,White Hair,Male Characters,Living Characters,43,1976
Thursday Rubinstein (Earth-616),Secret Identity,Bad Characters,,No Hair,Female Characters,Living Characters,43,1976
Slug (Microverse) (Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,Deceased Characters,43,1979
Belasco (Earth-616),Secret Identity,Bad Characters,Black Eyes,Brown Hair,Male Characters,Living Characters,43,1982
Edward Lavell (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,43,1983
Frank Simpson (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Deceased Characters,43,1986
Silas Burr (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Deceased Characters,43,1991
Carolyn Trainer (Earth-616),Secret Identity,Bad Characters,,Pink Hair,Female Characters,Living Characters,43,1995
Carlos LaMuerto (Earth-616),Public Identity,Neutral Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,43,1997
Milla Donovan (Earth-616),Public Identity,Good Characters,White Eyes,Black Hair,Female Characters,Living Characters,43,2003
Tomi Shishido (Earth-616),Secret Identity,Bad Characters,Green Eyes,Black Hair,Male Characters,Living Characters,43,2004
Samuel Alexander (Earth-616),Secret Identity,Good Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,43,2012
Leila Taylor (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,42,1971
Buck Cowan (Earth-616),No Dual Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,42,1972
Katerina van Horn (Earth-616),Public Identity,,Blue Eyes,Red Hair,Female Characters,Living Characters,42,1973
Lei-Kung (Earth-616),Secret Identity,Good Characters,Black Eyes,Bald,Male Characters,Living Characters,42,1974
Lilith Drake (Earth-616),Secret Identity,Neutral Characters,Red Eyes,Black Hair,Female Characters,Living Characters,42,1974
Gwendolyne Stacy (Clone) (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Blond Hair,Female Characters,Deceased Characters,42,1975
Grannz (Earth-616),Secret Identity,Neutral Characters,Orange Eyes,Orange Hair,Male Characters,Living Characters,42,1977
Lord Chaos (Earth-616),,Good Characters,,No Hair,,Living Characters,42,1977
Andromeda Attumasen (Earth-616),No Dual Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,Living Characters,42,1985
Blackheart (Earth-616),No Dual Identity,Bad Characters,Red Eyes,Black Hair,Male Characters,Living Characters,42,1989
Pantu Hurageb (Earth-616),,Bad Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,42,1990
Walter Charles (Earth-616),Secret Identity,Good Characters,,Brown Hair,Male Characters,Living Characters,42,1990
Doreen Green (Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,42,1991
Peter Hunter (Earth-616),Secret Identity,Good Characters,Blue Eyes,Grey Hair,Male Characters,Living Characters,42,1991
Algernon Crowe (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,42,1992
Justine Hammer (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,Deceased Characters,42,1997
Johnathon Gallo (Earth-616),Secret Identity,Good Characters,Blue Eyes,Silver Hair,Male Characters,Living Characters,42,1998
Maria de Guadalupe Santiago (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,42,1998
Elsa Bloodstone (Earth-616),Public Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,42,2001
Thor Odinson (Ragnarok) (Earth-616),Public Identity,Neutral Characters,Red Eyes,Bald,Male Characters,Living Characters,42,2006
Roger Brokeridge (Earth-616),Secret Identity,Neutral Characters,Green Eyes,Blond Hair,Male Characters,Living Characters,42,2007
Phineas Horton (Earth-616),No Dual Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,41,1939
Marie Lathrop (Earth-616),Public Identity,Good Characters,,Blond Hair,Female Characters,Living Characters,41,1948
Byrrah (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,41,1954
Orka (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Black Hair,Male Characters,Deceased Characters,41,1970
Grom (Earth-616),Secret Identity,Neutral Characters,Black Eyes,Red Hair,Male Characters,Living Characters,41,1971
Noah Burstein (Earth-616),No Dual Identity,Good Characters,,,Male Characters,Living Characters,41,1972
Lin Sun (Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,Living Characters,41,1974
Daniel Berkhart (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Deceased Characters,41,1975
Ransak (Earth-616),Secret Identity,Good Characters,,Black Hair,Male Characters,Living Characters,41,1977
Simon Maddicks (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,41,1977
Iann-23 (Earth-616),Public Identity,Good Characters,Blue Eyes,No Hair,Male Characters,Living Characters,41,1982
Obadiah Stane (Earth-616),Public Identity,Bad Characters,Blue Eyes,Bald,Male Characters,Deceased Characters,41,1982
Martin Preston (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,Living Characters,41,1986
Nick Katzenberg (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,41,1989
Richard Parker (Simulcrum) (Earth-616),,,,,Male Characters,Deceased Characters,41,1992
Century (Alien) (Earth-616),Secret Identity,Good Characters,White Eyes,White Hair,Male Characters,Living Characters,41,1994
Charles Burlingame (Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Deceased Characters,41,1998
Kuan-Yin Xorn (Earth-616),Secret Identity,Bad Characters,,,Male Characters,Deceased Characters,41,2001
Juston Seyfert (Earth-616),No Dual Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters,41,2003
Sally Floyd (Earth-616),No Dual Identity,,Brown Eyes,Black Hair,Female Characters,Living Characters,41,2006
Gunna Sijurvald (Earth-616),Secret Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,41,2010
Geoffrey Vandergill (Earth-616),Secret Identity,Good Characters,,Blond Hair,Male Characters,Deceased Characters,40,1941
Washington Jones (Earth-616),Secret Identity,Good Characters,,White Hair,Male Characters,Deceased Characters,40,1941
Phoebus Apollo (Earth-616),,Good Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,40,1948
Leopold Stryke (Earth-616),Public Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,Deceased Characters,40,1963
Raymond Bloch (Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,40,1964
Mendel Stromm (Earth-616),Secret Identity,Bad Characters,Red Eyes,Bald,Male Characters,Living Characters,40,1966
Recorder 211 (Earth-616),Secret Identity,Neutral Characters,,Bald,Male Characters,Living Characters,40,1966
Yon-Rogg (Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,Living Characters,40,1967
Barbarus (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,40,1969
Zarathos (Earth-616),Secret Identity,Neutral Characters,Blue Eyes,No Hair,Male Characters,Living Characters,40,1972
Ajak (Earth-616),Secret Identity,,Grey Eyes,Black Hair,Male Characters,Living Characters,40,1976
Araki (Earth-616),No Dual Identity,Neutral Characters,Gold Eyes,White Hair,Female Characters,Deceased Characters,40,1978
Munin (Earth-616),,Good Characters,Black Eyes,,Male Characters,Living Characters,40,1978
Sybil Dvorak (Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Female Characters,Living Characters,40,1979
Daniel Leighton (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,40,1980
Johnathon Ohnn (Earth-616),Secret Identity,Bad Characters,Blue Eyes,Brown Hair,Male Characters,Living Characters,40,1985
Andrew Chord (Earth-616),Secret Identity,,Brown Eyes,Bald,Male Characters,Living Characters,40,1989
Demogoblin (Earth-616),Secret Identity,Neutral Characters,Red Eyes,No Hair,Male Characters,Deceased Characters,40,1989
Julius Mullarkey (Earth-616),Secret Identity,Good Characters,Red Eyes,Red Hair,Male Characters,Deceased Characters,40,1992
Kiskillilla (Earth-616),Secret Identity,Bad Characters,Yellow Eyes,Black Hair,Female Characters,Deceased Characters,40,1992
Sarah Ryall (Earth-616),Public Identity,Bad Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,40,1992
Shevaun Haldane (Earth-616),Secret Identity,Good Characters,Green Eyes,Auburn Hair,Female Characters,Living Characters,40,1992
Steven Harmon (Earth-616),Public Identity,Good Characters,Blue Eyes,Purple Hair,Male Characters,Living Characters,40,1992
Scrier (Earth-616),Secret Identity,Neutral Characters,Black Eyes,No Hair,Male Characters,Living Characters,40,1994
James Santini (Earth-616),Public Identity,Good Characters,Green Eyes,Brown Hair,Male Characters,Living Characters,40,1995
Janice Yanizeski (Earth-616),Secret Identity,Neutral Characters,Hazel Eyes,Blond Hair,Female Characters,Living Characters,40,1995
Paul Stacy (Earth-616),Public Identity,Neutral Characters,Blue Eyes,Blond Hair,Male Characters,Living Characters,40,1997
Dead Girl (Moonbeam) (Earth-616),Secret Identity,Good Characters,Red Eyes,Black Hair,Female Characters,Deceased Characters,40,2002
Abigail Boylen (Earth-616),Known to Authorities Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,Living Characters,40,2007
Sajani Jaffrey (Earth-616),No Dual Identity,Neutral Characters,Brown Eyes,Black Hair,Female Characters,Living Characters,40,2011
Benjamin Deeds (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Living Characters,40,2013
Richard Parker (Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,Deceased Characters,39,1968
Steel Serpent (Davos) (Earth-616),Public Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,Living Characters,39,1975
Jacob Conover (Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,Living Characters,39,1976
Miss Locke (Earth-616),Secret Identity,Bad Characters,,Black Hair,Female Characters,Deceased Characters,39,1978
